"SERVICEID","SERVICEOPTIONINSERVICEID","SERVICEOPTIONSTATUSNAME"
18657,39791,"Unavailable"
18657,39790,"Unavailable"
18799,39785,"Unavailable"
19275,39784,"Unavailable"
19275,39783,"Unavailable"
24016,39750,"Unavailable"
24016,39749,"Unavailable"
24016,39748,"Unavailable"
24016,39747,"Unavailable"
24008,39700,"Unavailable"
24008,39699,"Unavailable"
24008,39698,"Unavailable"
24008,39697,"Unavailable"
18786,39682,"Unavailable"
18786,39681,"Unavailable"
18660,39678,"Unavailable"
18660,39677,"Unavailable"
19286,39667,"Unavailable"
19286,39666,"Unavailable"
19273,39664,"Unavailable"
18736,39662,"Unavailable"
18736,39661,"Unavailable"
18736,39660,"Unavailable"
18736,39659,"Unavailable"
18658,39650,"Unavailable"
18658,39649,"Unavailable"
19988,39648,"Unavailable"
19988,39647,"Unavailable"
18665,39646,"Unavailable"
18649,39645,"Unavailable"
18649,39644,"Unavailable"
18649,39643,"Unavailable"
18649,39642,"Unavailable"
18649,39641,"Unavailable"
18649,39640,"Unavailable"
18654,39639,"Unavailable"
18654,39638,"Unavailable"
18647,39637,"Unavailable"
18647,39636,"Unavailable"
18779,39631,"Unavailable"
18779,39630,"Unavailable"
18781,39628,"Unavailable"
18781,39627,"Unavailable"
18653,39626,"Unavailable"
18653,39625,"Unavailable"
19980,39624,"Unavailable"
19980,39623,"Unavailable"
19980,39622,"Unavailable"
19980,39621,"Unavailable"
19921,39617,"Unavailable"
19921,39616,"Unavailable"
19972,39615,"Unavailable"
19972,39614,"Unavailable"
18695,39608,"Unavailable"
18695,39607,"Unavailable"
18468,39606,"Unavailable"
18468,39605,"Unavailable"
19920,39604,"Unavailable"
19920,39603,"Unavailable"
18554,39600,"Unavailable"
18554,39599,"Unavailable"
19919,39596,"Unavailable"
19919,39595,"Unavailable"
19919,39594,"Unavailable"
19919,39593,"Unavailable"
18458,39589,"Unavailable"
18458,39588,"Unavailable"
18458,39587,"Unavailable"
18458,39586,"Unavailable"
18456,39585,"Unavailable"
18456,39584,"Unavailable"
18452,39581,"Unavailable"
18355,39580,"Unavailable"
18355,39579,"Unavailable"
18355,39578,"Unavailable"
18355,39577,"Unavailable"
18346,39576,"Unavailable"
18346,39575,"Unavailable"
18346,39574,"Unavailable"
18346,39573,"Unavailable"
18346,39572,"Unavailable"
18346,39571,"Unavailable"
18537,39569,"Unavailable"
18537,39568,"Unavailable"
18537,39567,"Unavailable"
18537,39566,"Unavailable"
19066,39550,"Unavailable"
19066,39549,"Unavailable"
19066,39548,"Unavailable"
19066,39547,"Unavailable"
19274,39534,"Unavailable"
19274,39533,"Unavailable"
19274,39532,"Unavailable"
19274,39531,"Unavailable"
21005,39528,"Unavailable"
18632,39524,"Unavailable"
18632,39523,"Unavailable"
19394,39508,"Unavailable"
19394,39507,"Unavailable"
19285,39494,"Unavailable"
19285,39493,"Unavailable"
19285,39492,"Unavailable"
19285,39491,"Unavailable"
19285,39490,"Unavailable"
19285,39489,"Unavailable"
19068,39477,"Unavailable"
19068,39476,"Unavailable"
22155,39467,"Unavailable"
22155,39466,"Unavailable"
19002,39453,"Unavailable"
19002,39452,"Unavailable"
18991,39451,"Unavailable"
24905,39358,"Unavailable"
24905,39357,"Unavailable"
24905,39356,"Unavailable"
24905,39354,"Unavailable"
18505,39335,"Unavailable"
21240,39332,"Unavailable"
21240,39331,"Unavailable"
18504,39329,"Unavailable"
22116,39328,"Unavailable"
19239,39315,"Unavailable"
18421,39313,"Unavailable"
19261,39312,"Unavailable"
18430,39310,"Unavailable"
18430,39309,"Unavailable"
18430,39308,"Unavailable"
18430,39307,"Unavailable"
18419,39297,"Unavailable"
18419,39296,"Unavailable"
18412,39295,"Unavailable"
18412,39294,"Unavailable"
18415,39288,"Unavailable"
18415,39287,"Unavailable"
18415,39286,"Unavailable"
18415,39285,"Unavailable"
18415,39284,"Unavailable"
18415,39283,"Unavailable"
18411,39282,"Unavailable"
18411,39281,"Unavailable"
18411,39280,"Unavailable"
18377,39278,"Unavailable"
18377,39275,"Unavailable"
18407,39273,"Unavailable"
18407,39272,"Unavailable"
18407,39271,"Unavailable"
18407,39270,"Unavailable"
18407,39269,"Unavailable"
18407,39268,"Unavailable"
18407,39267,"Unavailable"
18407,39266,"Unavailable"
18414,39265,"Unavailable"
18414,39264,"Unavailable"
18414,39263,"Unavailable"
18414,39262,"Unavailable"
18414,39261,"Unavailable"
18414,39260,"Unavailable"
18387,39259,"Unavailable"
18387,39258,"Unavailable"
18387,39257,"Unavailable"
18340,39253,"Unavailable"
18340,39252,"Unavailable"
18340,39251,"Unavailable"
18340,39250,"Unavailable"
24865,39241,"Unavailable"
18616,39237,"Unavailable"
19141,39148,"Unavailable"
19141,39147,"Unavailable"
24809,39118,"Unavailable"
18665,39063,"Unavailable"
24782,39054,"Unavailable"
18388,39028,"Unavailable"
18388,39027,"Unavailable"
24714,38937,"Unavailable"
24709,38926,"Unavailable"
24709,38923,"Unavailable"
24700,38901,"Unavailable"
24700,38898,"Unavailable"
24700,38895,"Unavailable"
24693,38870,"Unavailable"
24693,38869,"Unavailable"
24692,38859,"Unavailable"
24688,38849,"Unavailable"
18723,38681,"Unavailable"
18695,38680,"Unavailable"
17983,38628,"Unavailable"
18419,38480,"Unavailable"
18419,38479,"Unavailable"
18419,38478,"Unavailable"
18419,38477,"Unavailable"
18419,38476,"Unavailable"
18419,38475,"Unavailable"
24013,37818,"Unavailable"
24013,37817,"Unavailable"
24013,37816,"Unavailable"
24013,37815,"Unavailable"
19346,37633,"Unavailable"
19346,37632,"Unavailable"
22155,35479,"Unavailable"
22153,35462,"Unavailable"
22153,35461,"Unavailable"
22120,35403,"Unavailable"
14548,35338,"Unavailable"
14548,35337,"Unavailable"
14548,35336,"Unavailable"
14548,35335,"Unavailable"
1470,35330,"Unavailable"
1470,35329,"Unavailable"
1470,35328,"Unavailable"
1470,35327,"Unavailable"
1343,35310,"Unavailable"
1343,35309,"Unavailable"
1343,35308,"Unavailable"
1343,35307,"Unavailable"
1343,35306,"Unavailable"
1343,35305,"Unavailable"
1343,35304,"Unavailable"
1343,35303,"Unavailable"
1343,35302,"Unavailable"
1343,35301,"Unavailable"
1343,35300,"Unavailable"
1343,35299,"Unavailable"
1293,35294,"Unavailable"
1293,35293,"Unavailable"
1293,35292,"Unavailable"
1293,35291,"Unavailable"
1293,35290,"Unavailable"
1293,35289,"Unavailable"
1293,35288,"Unavailable"
1293,35287,"Unavailable"
1388,35260,"Unavailable"
1388,35259,"Unavailable"
1388,35258,"Unavailable"
1388,35257,"Unavailable"
1388,35256,"Unavailable"
1388,35255,"Unavailable"
10772,35254,"Unavailable"
10772,35253,"Unavailable"
10772,35252,"Unavailable"
10772,35251,"Unavailable"
1261,35250,"Unavailable"
1261,35249,"Unavailable"
1261,35248,"Unavailable"
1261,35247,"Unavailable"
1261,35246,"Unavailable"
1261,35245,"Unavailable"
1261,35244,"Unavailable"
1261,35243,"Unavailable"
1261,35242,"Unavailable"
1261,35241,"Unavailable"
1261,35240,"Unavailable"
1261,35239,"Unavailable"
18908,33890,"Unavailable"
18908,33889,"Unavailable"
18913,33827,"Unavailable"
18913,33826,"Unavailable"
19305,33805,"Unavailable"
19325,33795,"Unavailable"
19325,33794,"Unavailable"
19298,33751,"Unavailable"
19298,33750,"Unavailable"
19298,33749,"Unavailable"
19298,33748,"Unavailable"
19298,33747,"Unavailable"
19298,33746,"Unavailable"
19298,33745,"Unavailable"
19298,33744,"Unavailable"
19298,33743,"Unavailable"
19298,33742,"Unavailable"
19298,33741,"Unavailable"
19298,33740,"Unavailable"
19271,33663,"Unavailable"
19271,33662,"Unavailable"
18786,33630,"Unavailable"
18786,33629,"Unavailable"
18786,33627,"Unavailable"
18786,33626,"Unavailable"
21005,33501,"Unavailable"
21005,33500,"Unavailable"
18823,33219,"Unavailable"
18823,33218,"Unavailable"
18837,33211,"Unavailable"
18837,33210,"Unavailable"
18777,33084,"Unavailable"
18777,33082,"Unavailable"
18915,33080,"Unavailable"
18915,33079,"Unavailable"
18872,33072,"Unavailable"
18872,33071,"Unavailable"
18781,33068,"Unavailable"
18781,33067,"Unavailable"
18781,33066,"Unavailable"
18781,33065,"Unavailable"
18649,33042,"Unavailable"
18649,33041,"Unavailable"
18649,33040,"Unavailable"
18649,33039,"Unavailable"
18452,33011,"Unavailable"
18452,33010,"Unavailable"
18452,33009,"Unavailable"
18452,33008,"Unavailable"
19061,32986,"Unavailable"
19061,32985,"Unavailable"
19091,32807,"Unavailable"
19091,32806,"Unavailable"
18355,32702,"Unavailable"
18355,32700,"Unavailable"
18343,32670,"Unavailable"
18343,32669,"Unavailable"
18343,32668,"Unavailable"
18343,32667,"Unavailable"
19292,32594,"Unavailable"
19292,32593,"Unavailable"
19292,32530,"Unavailable"
19292,32529,"Unavailable"
19292,32528,"Unavailable"
19292,32527,"Unavailable"
18756,32415,"Unavailable"
18756,32414,"Unavailable"
18554,32412,"Unavailable"
18554,32411,"Unavailable"
19980,32382,"Unavailable"
19980,32381,"Unavailable"
1448,32263,"Unavailable"
1448,32262,"Unavailable"
1448,32261,"Unavailable"
1448,32260,"Unavailable"
19374,32130,"Unavailable"
19374,32129,"Unavailable"
19374,32128,"Unavailable"
19374,32127,"Unavailable"
19708,32002,"Unavailable"
19708,32001,"Unavailable"
19295,31977,"Unavailable"
19295,31976,"Unavailable"
19413,31975,"Unavailable"
19413,31974,"Unavailable"
18458,31867,"Unavailable"
18458,31866,"Unavailable"
19344,31358,"Unavailable"
19344,31357,"Unavailable"
19344,31356,"Unavailable"
19344,31355,"Unavailable"
19344,31354,"Unavailable"
19344,31353,"Unavailable"
19344,31352,"Unavailable"
19344,31351,"Unavailable"
1331,31278,"Unavailable"
1335,31263,"Unavailable"
1335,31262,"Unavailable"
1335,31261,"Unavailable"
1335,31260,"Unavailable"
1335,31259,"Unavailable"
1335,31258,"Unavailable"
19307,31211,"Unavailable"
19307,31210,"Unavailable"
18991,30950,"Unavailable"
4386,30729,"Unavailable"
4386,30728,"Unavailable"
18041,30675,"Unavailable"
18041,30674,"Unavailable"
18041,30671,"Unavailable"
18041,30670,"Unavailable"
18204,30591,"Unavailable"
18204,30590,"Unavailable"
18204,30585,"Unavailable"
18204,30584,"Unavailable"
18356,30437,"Unavailable"
18356,30436,"Unavailable"
18094,30033,"Unavailable"
18094,30032,"Unavailable"
14944,29907,"Unavailable"
14944,29906,"Unavailable"
14944,29905,"Unavailable"
14944,29904,"Unavailable"
14944,29903,"Unavailable"
14944,29876,"Unavailable"
14944,29874,"Unavailable"
14944,29873,"Unavailable"
17625,29790,"Unavailable"
17625,29789,"Unavailable"
17207,28986,"Unavailable"
17207,28983,"Unavailable"
17207,28980,"Unavailable"
17205,28962,"Unavailable"
9426,28939,"Unavailable"
17204,28934,"Unavailable"
17204,28931,"Unavailable"
17204,28928,"Unavailable"
1522,28305,"Unavailable"
1354,28112,"Unavailable"
1354,28110,"Unavailable"
7341,28105,"Unavailable"
16235,27601,"Unavailable"
16235,27600,"Unavailable"
16235,27599,"Unavailable"
16235,27598,"Unavailable"
4439,27470,"Unavailable"
4439,27467,"Unavailable"
16061,27428,"Unavailable"
16061,27427,"Unavailable"
4453,27304,"Unavailable"
14947,27276,"Unavailable"
14947,27275,"Unavailable"
14947,27274,"Unavailable"
14947,27273,"Unavailable"
14947,27272,"Unavailable"
14947,27271,"Unavailable"
14947,27270,"Unavailable"
14947,27269,"Unavailable"
14947,27268,"Unavailable"
14947,27267,"Unavailable"
16013,27237,"Unavailable"
16013,27236,"Unavailable"
15510,27186,"Unavailable"
15510,27185,"Unavailable"
15510,27184,"Unavailable"
15510,27183,"Unavailable"
15510,27182,"Unavailable"
57,26929,"Unavailable"
57,26928,"Unavailable"
41,26449,"Unavailable"
41,26448,"Unavailable"
14890,25858,"Unavailable"
14890,25857,"Unavailable"
14890,25856,"Unavailable"
14890,25855,"Unavailable"
14890,25854,"Unavailable"
14890,25853,"Unavailable"
14586,25237,"Unavailable"
14060,24404,"Unavailable"
14060,24403,"Unavailable"
14060,24402,"Unavailable"
14060,24401,"Unavailable"
1669,24243,"Unavailable"
1669,24242,"Unavailable"
1669,24241,"Unavailable"
1669,24240,"Unavailable"
1669,24239,"Unavailable"
1669,24238,"Unavailable"
1669,24237,"Unavailable"
1669,24236,"Unavailable"
1669,24235,"Unavailable"
1669,24234,"Unavailable"
1669,24233,"Unavailable"
1669,24232,"Unavailable"
13677,23819,"Unavailable"
13660,23812,"Unavailable"
13660,23811,"Unavailable"
13660,23810,"Unavailable"
13660,23809,"Unavailable"
13660,23808,"Unavailable"
13660,23807,"Unavailable"
13677,23785,"Unavailable"
13677,23784,"Unavailable"
13677,23783,"Unavailable"
13677,23782,"Unavailable"
13677,23781,"Unavailable"
13677,23780,"Unavailable"
13662,23681,"Unavailable"
13662,23680,"Unavailable"
13662,23679,"Unavailable"
13662,23678,"Unavailable"
12834,22134,"Unavailable"
12834,21996,"Unavailable"
12834,21995,"Unavailable"
6228,21697,"Unavailable"
6228,21696,"Unavailable"
4212,21635,"Unavailable"
4212,21634,"Unavailable"
1482,21592,"Unavailable"
1482,21591,"Unavailable"
1482,21590,"Unavailable"
1482,21589,"Unavailable"
1482,21588,"Unavailable"
1482,21587,"Unavailable"
1482,21586,"Unavailable"
1482,21585,"Unavailable"
1297,21318,"Unavailable"
1297,21317,"Unavailable"
1297,21316,"Unavailable"
1297,21315,"Unavailable"
1388,21314,"Unavailable"
1388,21313,"Unavailable"
4392,20845,"Unavailable"
4392,20844,"Unavailable"
4392,20843,"Unavailable"
1482,20623,"Unavailable"
1482,20622,"Unavailable"
1482,20621,"Unavailable"
1482,20620,"Unavailable"
11161,19869,"Unavailable"
11161,19868,"Unavailable"
11159,19848,"Unavailable"
11159,19847,"Unavailable"
11152,19831,"Unavailable"
11152,19830,"Unavailable"
11134,19810,"Unavailable"
11134,19809,"Unavailable"
4187,19742,"Unavailable"
4187,19741,"Unavailable"
4187,19740,"Unavailable"
1334,19660,"Unavailable"
1334,19659,"Unavailable"
1334,19658,"Unavailable"
1334,19657,"Unavailable"
1334,19656,"Unavailable"
1334,19655,"Unavailable"
1334,19654,"Unavailable"
1334,19653,"Unavailable"
4375,19508,"Unavailable"
4375,19507,"Unavailable"
4421,19239,"Unavailable"
4421,19238,"Unavailable"
4421,19237,"Unavailable"
4421,19236,"Unavailable"
4442,18931,"Unavailable"
4442,18930,"Unavailable"
4442,18929,"Unavailable"
4442,18928,"Unavailable"
4442,18927,"Unavailable"
4442,18926,"Unavailable"
4442,18925,"Unavailable"
4442,18924,"Unavailable"
4442,18923,"Unavailable"
4442,18922,"Unavailable"
4442,18921,"Unavailable"
4442,18920,"Unavailable"
4445,18670,"Unavailable"
4445,18669,"Unavailable"
4445,18668,"Unavailable"
4445,18667,"Unavailable"
4450,17921,"Unavailable"
4450,17920,"Unavailable"
4450,17919,"Unavailable"
4450,17918,"Unavailable"
4450,17917,"Unavailable"
4450,17916,"Unavailable"
9430,17884,"Unavailable"
9430,17883,"Unavailable"
9430,17882,"Unavailable"
4226,17755,"Unavailable"
4226,17754,"Unavailable"
4226,17753,"Unavailable"
4226,17752,"Unavailable"
4212,17680,"Unavailable"
4212,17679,"Unavailable"
4416,17506,"Unavailable"
9495,17454,"Unavailable"
9430,17367,"Unavailable"
9430,17366,"Unavailable"
9424,17359,"Unavailable"
9424,17358,"Unavailable"
9434,17341,"Unavailable"
9426,17336,"Unavailable"
9426,17335,"Unavailable"
9413,17278,"Unavailable"
9413,17277,"Unavailable"
9413,17276,"Unavailable"
9413,17275,"Unavailable"
1214,17081,"Unavailable"
9318,17051,"Unavailable"
9318,17050,"Unavailable"
8760,17032,"Unavailable"
4416,16943,"Unavailable"
4345,16807,"Unavailable"
4345,16806,"Unavailable"
4345,16805,"Unavailable"
4345,16804,"Unavailable"
4306,16592,"Unavailable"
4306,16591,"Unavailable"
4306,16590,"Unavailable"
4306,16589,"Unavailable"
4306,16588,"Unavailable"
4306,16587,"Unavailable"
4306,16586,"Unavailable"
4306,16585,"Unavailable"
4306,16580,"Unavailable"
4306,16579,"Unavailable"
7136,16572,"Unavailable"
7136,16571,"Unavailable"
7136,16570,"Unavailable"
7136,16569,"Unavailable"
7136,16568,"Unavailable"
7136,16567,"Unavailable"
7136,16566,"Unavailable"
7136,16565,"Unavailable"
7136,16562,"Unavailable"
7136,16561,"Unavailable"
7136,16558,"Unavailable"
7136,16557,"Unavailable"
8936,16532,"Unavailable"
8309,16524,"Unavailable"
8309,16523,"Unavailable"
8309,16522,"Unavailable"
8309,16521,"Unavailable"
4442,16502,"Unavailable"
4442,16501,"Unavailable"
4442,16500,"Unavailable"
4442,16499,"Unavailable"
4442,16498,"Unavailable"
4442,16497,"Unavailable"
4442,16496,"Unavailable"
4442,16495,"Unavailable"
4442,16494,"Unavailable"
4442,16493,"Unavailable"
4442,16492,"Unavailable"
4442,16491,"Unavailable"
1459,16478,"Unavailable"
1459,16477,"Unavailable"
1459,16476,"Unavailable"
1459,16475,"Unavailable"
1252,16170,"Unavailable"
1252,16169,"Unavailable"
1252,16168,"Unavailable"
1252,16167,"Unavailable"
1252,16166,"Unavailable"
1252,16165,"Unavailable"
1252,16164,"Unavailable"
1252,16163,"Unavailable"
1252,16162,"Unavailable"
1252,16161,"Unavailable"
1347,15655,"Unavailable"
1347,15654,"Unavailable"
1347,15653,"Unavailable"
1347,15652,"Unavailable"
1347,15651,"Unavailable"
1347,15650,"Unavailable"
1347,15649,"Unavailable"
1347,15648,"Unavailable"
1347,15647,"Unavailable"
1347,15646,"Unavailable"
1347,15645,"Unavailable"
1347,15644,"Unavailable"
1347,15628,"Unavailable"
1347,15627,"Unavailable"
1347,15626,"Unavailable"
1347,15625,"Unavailable"
1347,15624,"Unavailable"
1347,15623,"Unavailable"
1347,15622,"Unavailable"
1347,15621,"Unavailable"
1347,15620,"Unavailable"
1347,15619,"Unavailable"
1347,15618,"Unavailable"
1347,15617,"Unavailable"
1267,15594,"Unavailable"
1267,15593,"Unavailable"
1267,15592,"Unavailable"
1267,15591,"Unavailable"
1267,15590,"Unavailable"
1267,15589,"Unavailable"
1267,15588,"Unavailable"
1267,15587,"Unavailable"
7631,15081,"Unavailable"
7631,15080,"Unavailable"
7622,15072,"Unavailable"
7622,15071,"Unavailable"
7626,15038,"Unavailable"
7626,15037,"Unavailable"
1215,14863,"Unavailable"
1215,14862,"Unavailable"
1215,14861,"Unavailable"
1215,14860,"Unavailable"
1363,14568,"Unavailable"
1363,14567,"Unavailable"
1363,14566,"Unavailable"
1363,14565,"Unavailable"
1388,14515,"Unavailable"
1388,14514,"Unavailable"
1388,14513,"Unavailable"
1388,14512,"Unavailable"
1388,14511,"Unavailable"
1388,14510,"Unavailable"
1388,14509,"Unavailable"
1388,14508,"Unavailable"
7314,14495,"Unavailable"
7314,14494,"Unavailable"
4450,14404,"Unavailable"
1424,14218,"Unavailable"
1424,14217,"Unavailable"
4445,14013,"Unavailable"
4445,14012,"Unavailable"
4445,14011,"Unavailable"
4445,14010,"Unavailable"
4445,14009,"Unavailable"
4445,14008,"Unavailable"
4445,14007,"Unavailable"
4445,14006,"Unavailable"
4445,14005,"Unavailable"
4445,14004,"Unavailable"
4445,14003,"Unavailable"
4445,14002,"Unavailable"
4445,14001,"Unavailable"
4445,14000,"Unavailable"
4445,13999,"Unavailable"
4445,13998,"Unavailable"
4442,13985,"Unavailable"
4442,13984,"Unavailable"
4442,13983,"Unavailable"
4442,13982,"Unavailable"
4442,13981,"Unavailable"
4442,13980,"Unavailable"
4442,13979,"Unavailable"
4442,13978,"Unavailable"
4442,13977,"Unavailable"
4442,13976,"Unavailable"
4442,13975,"Unavailable"
4442,13965,"Unavailable"
4212,13833,"Unavailable"
4212,13832,"Unavailable"
4212,13831,"Unavailable"
4212,13830,"Unavailable"
4212,13829,"Unavailable"
4212,13828,"Unavailable"
4212,13827,"Unavailable"
4212,13826,"Unavailable"
4212,13825,"Unavailable"
4212,13824,"Unavailable"
4212,13823,"Unavailable"
4212,13822,"Unavailable"
6228,13412,"Unavailable"
6228,13411,"Unavailable"
6228,13410,"Unavailable"
6228,13409,"Unavailable"
6228,13407,"Unavailable"
6228,13406,"Unavailable"
6228,13405,"Unavailable"
6228,13404,"Unavailable"
6228,13403,"Unavailable"
6228,13402,"Unavailable"
4236,13396,"Unavailable"
4236,13395,"Unavailable"
4236,13394,"Unavailable"
4236,13393,"Unavailable"
4236,13392,"Unavailable"
6227,13383,"Unavailable"
6227,13382,"Unavailable"
6227,13381,"Unavailable"
6227,13380,"Unavailable"
6227,13379,"Unavailable"
6227,13378,"Unavailable"
6227,13377,"Unavailable"
6227,13376,"Unavailable"
6223,13358,"Unavailable"
6223,13357,"Unavailable"
6223,13354,"Unavailable"
6223,13353,"Unavailable"
1331,13202,"Unavailable"
1331,13201,"Unavailable"
6136,12997,"Unavailable"
6136,12996,"Unavailable"
6136,12995,"Unavailable"
6136,12994,"Unavailable"
6136,12993,"Unavailable"
6136,12992,"Unavailable"
6136,12991,"Unavailable"
6136,12990,"Unavailable"
4466,12870,"Unavailable"
4450,12499,"Unavailable"
4450,12498,"Unavailable"
4450,12497,"Unavailable"
4450,12496,"Unavailable"
4450,12495,"Unavailable"
4450,12494,"Unavailable"
4443,12466,"Unavailable"
4443,12465,"Unavailable"
4443,12464,"Unavailable"
4443,12463,"Unavailable"
4450,12457,"Unavailable"
4450,12456,"Unavailable"
4450,12455,"Unavailable"
4450,12454,"Unavailable"
4450,12453,"Unavailable"
4450,12452,"Unavailable"
4450,12451,"Unavailable"
4450,12450,"Unavailable"
4449,12397,"Unavailable"
4449,12396,"Unavailable"
4449,12395,"Unavailable"
4449,12394,"Unavailable"
4449,12393,"Unavailable"
4449,12392,"Unavailable"
4449,12391,"Unavailable"
4449,12390,"Unavailable"
4449,12389,"Unavailable"
4449,12388,"Unavailable"
4449,12387,"Unavailable"
4449,12386,"Unavailable"
4449,12385,"Unavailable"
4449,12384,"Unavailable"
4443,12362,"Unavailable"
4443,12361,"Unavailable"
4443,12360,"Unavailable"
4443,12359,"Unavailable"
4443,12358,"Unavailable"
4443,12357,"Unavailable"
4443,12356,"Unavailable"
4443,12355,"Unavailable"
4443,12354,"Unavailable"
4443,12353,"Unavailable"
4443,12352,"Unavailable"
4443,12351,"Unavailable"
1274,11988,"Unavailable"
1274,11987,"Unavailable"
1274,11986,"Unavailable"
1274,11985,"Unavailable"
4439,11915,"Unavailable"
4439,11914,"Unavailable"
4439,11913,"Unavailable"
4439,11912,"Unavailable"
4440,11902,"Unavailable"
4440,11901,"Unavailable"
4440,11900,"Unavailable"
4440,11899,"Unavailable"
4440,11890,"Unavailable"
4440,11889,"Unavailable"
4440,11888,"Unavailable"
4440,11887,"Unavailable"
4440,11876,"Unavailable"
4440,11875,"Unavailable"
4229,11872,"Unavailable"
4229,11871,"Unavailable"
4229,11870,"Unavailable"
4229,11840,"Unavailable"
4229,11839,"Unavailable"
4229,11838,"Unavailable"
4229,11837,"Unavailable"
4338,11816,"Unavailable"
4338,11815,"Unavailable"
4338,11814,"Unavailable"
4338,11813,"Unavailable"
4338,11812,"Unavailable"
4338,11811,"Unavailable"
4338,11810,"Unavailable"
4338,11809,"Unavailable"
4338,11808,"Unavailable"
4338,11807,"Unavailable"
4420,11793,"Unavailable"
4420,11769,"Unavailable"
4187,11768,"Unavailable"
4187,11767,"Unavailable"
4187,11766,"Unavailable"
4187,11765,"Unavailable"
4187,11764,"Unavailable"
4444,11755,"Unavailable"
4444,11754,"Unavailable"
4444,11753,"Unavailable"
4444,11752,"Unavailable"
4444,11751,"Unavailable"
4444,11750,"Unavailable"
4444,11749,"Unavailable"
4444,11748,"Unavailable"
4444,11747,"Unavailable"
4444,11746,"Unavailable"
4444,11745,"Unavailable"
4444,11744,"Unavailable"
4444,11743,"Unavailable"
4444,11742,"Unavailable"
4444,11737,"Unavailable"
4444,11736,"Unavailable"
4410,11731,"Unavailable"
4410,11730,"Unavailable"
4410,11729,"Unavailable"
4410,11728,"Unavailable"
4225,11394,"Unavailable"
4225,11393,"Unavailable"
4225,11392,"Unavailable"
4225,11391,"Unavailable"
4246,10788,"Unavailable"
4246,10787,"Unavailable"
4246,10786,"Unavailable"
4246,10785,"Unavailable"
4246,10784,"Unavailable"
4246,10783,"Unavailable"
4246,10782,"Unavailable"
4246,10781,"Unavailable"
4247,10742,"Unavailable"
4247,10741,"Unavailable"
4247,10740,"Unavailable"
4247,10739,"Unavailable"
4247,10738,"Unavailable"
4247,10737,"Unavailable"
4332,10676,"Unavailable"
4332,10675,"Unavailable"
4332,10674,"Unavailable"
4332,10670,"Unavailable"
4332,10669,"Unavailable"
4332,10668,"Unavailable"
4332,10667,"Unavailable"
4332,10666,"Unavailable"
4332,10665,"Unavailable"
4329,10541,"Unavailable"
4246,10502,"Unavailable"
4377,10474,"Unavailable"
4377,10471,"Unavailable"
4377,10468,"Unavailable"
4387,10426,"Unavailable"
4387,10425,"Unavailable"
4201,10422,"Unavailable"
4201,10421,"Unavailable"
4201,10418,"Unavailable"
4201,10417,"Unavailable"
4196,10403,"Unavailable"
4196,10402,"Unavailable"
4196,10401,"Unavailable"
4196,10400,"Unavailable"
4196,10399,"Unavailable"
4196,10398,"Unavailable"
4197,10388,"Unavailable"
4197,10387,"Unavailable"
4195,10384,"Unavailable"
4195,10383,"Unavailable"
4195,10382,"Unavailable"
4419,10344,"Unavailable"
4392,10330,"Unavailable"
4392,10328,"Unavailable"
4392,10327,"Unavailable"
4403,10298,"Unavailable"
4403,10297,"Unavailable"
4403,10296,"Unavailable"
4417,10294,"Unavailable"
4417,10293,"Unavailable"
4417,10290,"Unavailable"
4417,10289,"Unavailable"
4376,10276,"Unavailable"
4376,10275,"Unavailable"
4241,10263,"Unavailable"
4241,10262,"Unavailable"
4266,10255,"Unavailable"
4266,10254,"Unavailable"
4266,10253,"Unavailable"
4336,10225,"Unavailable"
4336,10224,"Unavailable"
4336,10223,"Unavailable"
4436,10211,"Unavailable"
4436,10210,"Unavailable"
4436,10209,"Unavailable"
4436,10208,"Unavailable"
4436,10207,"Unavailable"
4436,10206,"Unavailable"
4436,10205,"Unavailable"
4259,10182,"Unavailable"
4259,10181,"Unavailable"
4448,10161,"Unavailable"
4448,10160,"Unavailable"
4448,10159,"Unavailable"
4386,10139,"Unavailable"
4386,10138,"Unavailable"
4386,10137,"Unavailable"
4386,10136,"Unavailable"
4200,10122,"Unavailable"
4200,10121,"Unavailable"
4200,10120,"Unavailable"
4200,10119,"Unavailable"
4200,10118,"Unavailable"
4200,10117,"Unavailable"
4200,10116,"Unavailable"
4200,10115,"Unavailable"
4416,10105,"Unavailable"
4416,10104,"Unavailable"
4416,10103,"Unavailable"
4416,10102,"Unavailable"
4416,10101,"Unavailable"
4409,10100,"Unavailable"
4409,10099,"Unavailable"
4409,10098,"Unavailable"
4409,10094,"Unavailable"
4244,10064,"Unavailable"
4334,10056,"Unavailable"
4334,10055,"Unavailable"
4334,10054,"Unavailable"
4418,10032,"Unavailable"
4278,9870,"Unavailable"
4278,9869,"Unavailable"
4278,9868,"Unavailable"
4278,9867,"Unavailable"
4452,9848,"Unavailable"
4452,9847,"Unavailable"
4421,9817,"Unavailable"
4421,9816,"Unavailable"
4421,9815,"Unavailable"
4198,9807,"Unavailable"
4198,9806,"Unavailable"
4198,9805,"Unavailable"
4280,9797,"Unavailable"
4280,9796,"Unavailable"
4280,9795,"Unavailable"
4406,9769,"Unavailable"
4406,9765,"Unavailable"
4406,9761,"Unavailable"
4345,9724,"Unavailable"
4345,9723,"Unavailable"
4345,9722,"Unavailable"
4345,9721,"Unavailable"
4345,9720,"Unavailable"
4345,9719,"Unavailable"
