"id","options_tsid","extra_tsid","created_at","updated_at"
"4579","35390","5133","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4580","36118","5135","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4581","36407","5136","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4582","33267","5130","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4583","33055","4932","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4584","33056","4932","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4585","33059","4933","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4586","33060","4933","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4587","33101","5127","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4588","33102","5127","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4589","33103","5127","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4590","33104","5127","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4591","33445","5120","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4592","33446","5120","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4593","33485","5111","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4594","33447","5120","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4595","33448","5120","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4596","33483","5111","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4597","33356","5145","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4598","33355","5145","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4599","38410","2389","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4600","38411","2389","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4601","38414","2389","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4602","38415","2389","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4603","38406","2389","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4604","38407","2389","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4605","33578","5145","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4606","33577","5145","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4607","34806","5518","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4608","34805","5518","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4609","34809","5518","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4610","34810","5518","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4611","35241","570","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4612","63642","8266","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4613","63666","8270","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4614","63690","8274","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4615","63691","8274","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4616","63667","8270","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4617","63643","8266","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4618","35242","570","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4619","35249","570","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4620","63650","8266","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4621","63674","8270","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4622","63698","8274","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4623","63699","8274","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4624","63675","8270","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4625","63651","8266","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4626","35250","570","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4627","35245","570","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4628","63646","8266","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4629","63670","8270","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4630","63694","8274","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4631","63695","8274","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4632","63671","8270","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4633","63647","8266","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4634","35246","570","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4635","35253","3130","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4636","63706","8278","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4637","63714","8280","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4638","63722","8282","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4639","63723","8282","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4640","63715","8280","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4641","63707","8278","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4642","35254","3130","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4643","35255","695","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4644","63919","8319","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4645","63895","8315","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4646","63871","8311","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4647","63872","8311","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4648","63896","8315","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4649","63920","8319","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4650","35256","695","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4651","35259","695","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4652","63923","8319","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4653","63899","8315","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4654","63875","8311","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4655","63876","8311","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4656","63900","8315","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4657","63924","8319","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4658","35260","695","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4659","35289","511","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4660","63560","8238","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4661","63536","8231","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4662","63537","8231","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4663","63561","8238","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4664","35290","511","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4665","35293","511","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4666","63564","8238","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4667","63540","8231","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4668","63541","8231","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4669","63565","8238","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4670","35294","511","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4671","35301","632","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4672","63743","8284","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4673","63795","8294","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4674","63769","8289","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4675","63770","8289","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4676","63796","8294","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4677","63744","8284","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4678","35302","632","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4679","35305","632","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4680","63747","8284","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4681","63799","8294","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4682","63773","8289","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4683","63774","8289","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4684","63800","8294","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4685","63748","8284","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4686","35306","632","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4687","35309","632","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4688","63751","8284","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4689","63803","8294","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4690","63777","8289","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4691","63778","8289","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4692","63804","8294","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4693","63752","8284","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4694","35310","632","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4695","35329","924","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4696","63618","8256","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4697","63626","8261","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4698","63610","8251","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4699","63611","8251","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4700","63627","8261","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4701","63619","8256","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4702","35330","924","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4703","35333","953","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4704","63811","8299","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4705","63819","8301","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4706","63827","8303","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4707","63828","8303","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4708","63820","8301","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4709","63812","8299","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4710","35334","953","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4711","35337","4063","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4712","63835","8305","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4713","63843","8307","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4714","63851","8309","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4715","63852","8309","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4716","63844","8307","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4717","63836","8305","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4718","35338","4063","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4719","35462","5141","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4720","35461","5141","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4721","35460","5141","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4722","35459","5141","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4723","37570","5214","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4724","37647","7752","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4725","37649","7752","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4726","37780","7749","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4727","37779","7756","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4728","37782","7749","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4729","37777","7756","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4730","37786","7756","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4731","37789","7750","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4732","37791","7759","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4733","37793","7759","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4734","37804","7758","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4735","37806","7758","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4736","37824","7757","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4737","37820","7757","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4738","37822","7757","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4739","37831","7755","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4740","37829","7755","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4741","37839","7754","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4742","37837","7754","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4743","37835","7754","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4744","37850","7753","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4745","37871","7751","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4746","37869","7751","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4747","37930","7754","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4748","37933","7753","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4749","38219","38","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4750","38226","38","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4751","38763","5168","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4752","38784","5183","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4753","38788","5189","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4754","38769","5173","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4755","38775","5179","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4756","38777","5178","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4757","38783","5182","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4758","38771","5172","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4759","38790","5188","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4760","38765","5166","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4761","38805","1464","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4762","38806","1464","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4763","38849","5657","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4764","38873","5203","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4765","41772","5724","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4766","38945","5705","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4767","38965","5709","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4768","38959","5708","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4769","39027","5211","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4770","39028","5212","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4771","39049","4552","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4772","39048","4552","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4773","39139","5228","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4774","39252","5247","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4775","41822","5744","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4776","41820","5744","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4777","39250","5247","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4778","39251","5248","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4779","39523","5316","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4780","39528","5317","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4781","41821","5745","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4782","40497","5501","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4783","40506","5503","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4784","39871","5604","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4785","39876","5606","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4786","39886","5667","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4787","39832","5415","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4788","39836","5419","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4789","39842","5425","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4790","39855","5594","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4791","42651","5842","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4792","42649","5842","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4793","39854","5593","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4794","39874","5605","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4795","39869","5603","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4796","39884","5666","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4797","40504","5503","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4798","40495","5501","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4799","41823","5745","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4800","39524","5541","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4801","39253","5248","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4802","39137","5629","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4803","39142","5230","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4804","39143","5232","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4805","39150","5235","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4806","39661","5375","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4807","39638","5367","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4808","39649","5372","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4809","39659","5374","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4810","39639","5368","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4811","39662","5602","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4812","39839","5423","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4813","39837","5421","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4814","39833","5417","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4815","39648","5371","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4816","40485","5498","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4817","40477","5496","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4818","39867","5600","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4819","39860","5596","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4820","39863","5598","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4821","39144","5233","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4822","39138","5227","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4823","39141","5231","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4824","39063","5219","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4825","39149","5236","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4826","39861","5597","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4827","39865","5599","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4828","40483","5498","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4829","39857","5595","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4830","39845","5429","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4831","39660","5601","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4832","39650","5373","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4833","40190","5477","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4834","39614","5352","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4835","39615","5353","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4836","39072","5733","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4837","39073","5220","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4838","39278","5558","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4839","41797","5737","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4840","41799","5742","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4841","39130","5748","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4842","39133","5748","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4843","39148","5234","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4844","39173","5693","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4845","39183","1971","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4846","39184","1971","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4847","39237","5246","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4848","62432","8140","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4849","41891","5759","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4850","39257","5249","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4851","39571","5331","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4852","44633","5975","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4853","44636","5977","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4854","39259","5675","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4855","39267","5252","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4856","39574","5550","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4857","39266","5251","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4858","39258","5674","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4859","39572","5332","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4860","44634","5976","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4861","39632","5580","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4862","39573","5552","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4863","39269","5533","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4864","44635","5979","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4865","44637","5980","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4866","39268","5534","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4867","39575","5553","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4868","39271","5251","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4869","39419","5285","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4870","39272","5252","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4871","39270","5533","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4872","39418","5286","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4873","39273","5534","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4874","39274","5253","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4875","39835","5418","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4876","39831","5414","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4877","40496","5500","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4878","40505","5502","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4879","42650","5841","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4880","42652","5841","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4881","40498","5500","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4882","40507","5502","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4883","40006","5466","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4884","40012","5467","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4885","40005","5466","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4886","40011","5467","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4887","39682","5382","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4888","39494","5305","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4889","39490","5306","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4890","39296","5261","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4891","39681","5383","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4892","39297","5262","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4893","39637","5365","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4894","39636","5366","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4895","39312","5267","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4896","39315","5269","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4897","39489","5306","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4898","39324","5274","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4899","39646","5463","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4900","39452","5295","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4901","47153","5129","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4902","47168","5107","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4903","39353","5517","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4904","39352","5743","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4905","39349","5515","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4906","39348","5516","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4907","39387","1782","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4908","39388","1783","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4909","39416","5283","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4910","39607","5351","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4911","39788","5523","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4912","39417","5284","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4913","39420","5285","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4914","39421","5286","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4915","39423","5228","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4916","39422","5229","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4917","39424","5229","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4918","39453","5294","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4919","39471","5301","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4920","39491","5305","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4921","39493","5306","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4922","39492","5305","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4923","39517","5313","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4924","39518","5314","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4925","39569","5329","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4926","39568","5547","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4927","39567","5548","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4928","39566","5330","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4929","39576","5551","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4930","44638","5978","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4931","39608","5350","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4932","39616","5354","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4933","39617","5574","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4934","39849","5433","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4935","39623","5355","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4936","39624","5575","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4937","39631","5362","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4938","39628","5360","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4939","39640","5586","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4940","53347","7161","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4941","53302","7140","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4942","53315","7148","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4943","53337","7155","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4944","53346","7160","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4945","53316","7145","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4946","53303","7137","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4947","53336","7154","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4948","39641","5369","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4949","39630","5361","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4950","39627","5359","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4951","39635","5363","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4952","39634","5581","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4953","39633","5364","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4954","39645","5588","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4955","53307","7142","2015-10-07 10:21:54","2015-10-07 10:21:54"
"4956","53320","7150","2015-10-07 10:21:54","2015-10-07 10:21:54"
